mommy	noun	informal terms for a mother
money	noun	the most common medium of exchange
month	noun	one of the twelve divisions of the calendar year
motel	noun	a motor hotel
motor	noun	machine that converts other forms of energy into mechanical energy and so imparts motion
motto	noun	a favorite saying of a sect or political group
mound	noun	the slight elevation on which the pitcher stands
mount	verb	attach to a support
mourn	verb	feel sadness
mousy	adjective	quiet and timid and ineffectual
mouth	noun	the opening through which food is taken in and vocalizations emerge
mover	noun	workman employed by a moving company
mucus	noun	protective secretion of the mucous membranes
muddy	adjective	soft and watery
murky	adjective	clouded as with sediment
naive	adjective	marked by or showing unaffected simplicity and lack of guile or worldly experience
naked	adjective	completely unclothed
nasal	adjective	of or in or relating to the nose
nasty	adjective	offensive or even (of persons) malicious
naval	adjective	connected with or belonging to or used in a navy
navel	noun	a scar where the umbilical cord was attached
nerve	noun	any bundle of nerve fibers running to various organs and tissues of the body
never	adverb	not ever
newly	adverb	very recently
niche	noun	a position particularly well suited to the person who occupies it
niece	noun	a daughter of your brother or sister
night	noun	the time after sunset and before sunrise while it is dark outside
ninth	adjective	coming next after the eighth and just before the tenth in position
noble	adjective	impressive in appearance
noise	noun	sound of any kind (especially unintelligible or dissonant sound)
noisy	adjective	full of or characterized by loud and nonmusical sounds
north	noun	the region of the United States lying to the north of the Mason-Dixon line
notch	verb	cut or make a notch into
novel	noun	an extended fictional work in prose
nudge	verb	to push against gently
nymph	noun	a minor nature goddess usually depicted as a beautiful maiden
occur	verb	come to pass
ocean	noun	a large body of water constituting a principal part of the hydrosphere
oddly	adverb	in a manner differing from the usual or expected
offer	verb	make available or accessible, provide or furnish
often	adverb	many times at short intervals
olive	adjective	of a yellow-green color similar to that of an unripe olive
onset	noun	the beginning or early stages
opera	noun	a drama set to music
opium	noun	an addictive narcotic extracted from seed capsules of the opium poppy
order	verb	give instructions to or direct somebody to do something with authority
other	adjective	not the same one or ones already mentioned or implied
ounce	noun	a unit of apothecary weight equal to 480 grains or one twelfth of a troy pound
outdo	verb	be or do something to a greater degree
outer	adjective	being on the outside or further from a center
overt	adjective	open and observable
owner	noun	someone who owns (is legal possessor of) a business
ozone	noun	a colorless gas (O3) soluble in alkalis and cold water
pagan	noun	a person who does not acknowledge your god
paint	verb	make a painting
panic	noun	an overwhelming feeling of fear and anxiety
paper	noun	a material made of cellulose pulp derived mainly from wood or rags or certain grasses
party	noun	an organization to gain political power
paste	noun	any mixture of a soft and malleable consistency
pasty	adjective	resembling paste in color
patch	noun	a small contrasting part of something
pause	verb	interrupt temporarily an activity before continuing
peace	noun	the state prevailing during the absence of war
pearl	noun	a smooth lustrous round structure inside the shell of a clam or oyster
penny	noun	a fractional monetary unit of Ireland and the United Kingdom
perch	verb	sit, as on a branch
peril	noun	a source of danger
perky	adjective	characterized by liveliness and lightheartedness
petal	noun	part of the perianth that is usually brightly colored
phase	noun	any distinct time period in a sequence of events
phony	adjective	fraudulent
piece	noun	a separate part of a whole
piety	noun	righteousness by virtue of being pious
pilot	noun	someone who is licensed to operate an aircraft in flight
pinch	verb	squeeze tightly between the fingers
pique	noun	tightly woven fabric with raised cords
pitch	verb	throw or toss with a light motion
pithy	adjective	concise and full of meaning
pivot	verb	turn on a pivot
pixie	noun	fairies that are somewhat mischievous
place	verb	put into a certain place or abstract location
plain	adjective	clearly revealed to the mind or the senses or judgment
plane	noun	an aircraft that has a fixed wing and is powered by propellers or jets
plank	noun	a stout length of sawn timber
plant	noun	buildings for carrying on industrial labor
plate	noun	base consisting of a rubber slab where the batter stands
plead	verb	appeal or request earnestly
pluck	verb	pull or pull out sharply
plump	adjective	sufficiently fat so as to have a pleasing fullness of figure
plunk	verb	make or move along with a sound as of a horse's hooves striking the ground
plush	adjective	characterized by extravagance and profusion
poach	verb	hunt illegally
point	noun	a geometric element that has position but no extension
poise	verb	be motionless, in suspension
polar	adjective	having a pair of equal and opposite charges
polka	noun	music performed for dancing the polka
pooch	verb	round one's lips as if intending to kiss
poppy	noun	annual or biennial or perennial herbs having showy flowers
porch	noun	a structure attached to the exterior of a building often forming a covered entrance
posse	noun	a temporary police force
pouch	noun	a small or medium size container for holding or carrying things
pound	noun	16 ounces avoirdupois
power	noun	possession of controlling influence
prank	noun	acting like a clown or buffoon
press	verb	exert pressure or force to or upon
pride	noun	a feeling of self-respect and personal worth
prime	adjective	first in rank or degree
print	verb	put into print
prior	adjective	earlier in time
privy	noun	a room or building equipped with one or more toilets
probe	verb	question or examine thoroughly and closely
prone	adjective	having a tendency (to)
proof	noun	any factual evidence that helps to establish the truth of something
prose	noun	ordinary writing as distinguished from verse
proud	adjective	feeling self-respect or pleasure in something by which you measure your self-worth
prove	verb	be shown or be found to be
prowl	verb	move about in or as if in a predatory manner
pulse	noun	a sharp transient wave in the normal electrical state (or a series of such transients)
punch	verb	deliver a quick blow to
pupil	noun	a learner who is enrolled in an educational institution
puppy	noun	a young dog
purge	verb	oust politically
quack	noun	an untrained person who pretends to be a physician and who dispenses medical advice
quail	verb	draw back, as with fear or pain
qualm	noun	uneasiness about the fitness of an action
quart	noun	a United States liquid unit equal to 32 fluid ounces
quash	verb	put down by force or intimidation
queen	noun	the only fertile female in a colony of social insects such as bees and ants and termites
quell	verb	suppress or crush completely
query	verb	pose a question
quest	noun	a search for an alternative that meets cognitive criteria
quick	adjective	accomplished rapidly and without delay
quiet	adjective	characterized by an absence or near absence of agitation or activity
quill	noun	pen made from a bird's feather
quilt	noun	bedding made of two layers of cloth filled with stuffing and stitched together
quirk	noun	a strange attitude or habit
quite	adverb	to a degree (not used with a negative)
quota	noun	a prescribed number
quote	verb	repeat a passage from
rabbi	noun	spiritual leader of a Jewish congregation
radio	noun	medium for communication
raise	verb	raise the level or amount of something
rally	verb	gather
rapid	adjective	done or occurring in a brief period of time
ratio	noun	the relative magnitudes of two quantities (usually expressed as a quotient)
razor	noun	edge tool used in shaving
reach	verb	reach a destination, either real or abstract
react	verb	show a response or a reaction to something
ready	adjective	completely prepared or in condition for immediate action or use or progress
realm	noun	a domain in which something is dominant
rebut	verb	overthrow by argument, evidence, or proof
recur	verb	happen or occur again
refer	verb	make reference to
regal	adjective	belonging to or befitting a supreme ruler
reign	verb	have sovereign power
relax	verb	become less tense, rest, or take one's ease
relay	verb	pass along
relic	noun	an antiquity that has survived from the distant past
remit	verb	send (money) in payment
renew	verb	reestablish on a new, usually improved, basis or make new or like new
repay	verb	pay back
repel	verb	cause to move back by force or influence
reply	verb	react verbally
rerun	verb	broadcast again, as of a film
retch	verb	eject the contents of the stomach through the mouth
revel	verb	take delight in
rhyme	noun	correspondence in the sounds of two or more lines (especially final sounds)
rider	noun	a traveler who actively rides an animal (as a horse or camel)
ridge	noun	a long narrow natural elevation or striation
rifle	noun	a shoulder firearm with a long barrel and a rifled bore
rigid	adjective	incapable of or resistant to bending
rigor	noun	something hard to endure
rinse	verb	wash off soap or remaining dirt
ripen	verb	cause to ripen or develop fully
risky	adjective	involving risk or danger
rival	verb	be equal to in quality or ability
river	noun	a large natural stream of water (larger than a creek)
rivet	verb	direct one's attention on something
roast	verb	cook with dry heat, usually in an oven
rocky	adjective	abounding in rocks or stones
rodeo	noun	an exhibition of cowboy skills
rogue	noun	a deceitful and unreliable scoundrel
roost	verb	sit, as on a branch
rotor	noun	the rotating armature of a motor or generator
rough	adjective	having or caused by an irregular surface
round	adjective	having the shape or form of a circle
rouse	verb	become active
route	noun	an established line of travel or access
rowdy	noun	a cruel and brutal fellow
ruddy	adjective	inclined to a healthy reddish color often associated with outdoor life
ruler	noun	a person who rules or commands
rumor	noun	gossip (usually a mixture of truth and untruth) passed around by word of mouth
rural	adjective	living in or characteristic of farming or country life
rusty	adjective	covered with or consisting of rust
sadly	adverb	in an unfortunate way
saint	noun	a person who has died and has been declared a saint by canonization
salad	noun	food mixtures either arranged on a plate or tossed and served with a moist dressing
salon	noun	gallery where works of art can be displayed
salty	adjective	engagingly stimulating or provocative
sandy	adjective	of hair color
satin	noun	a smooth fabric of silk or rayon
sauce	noun	flavorful relish or dressing or topping served as an accompaniment to food
saute	verb	fry briefly over high heat
saver	noun	someone who saves something from danger or violence
savor	verb	derive or receive pleasure from
savvy	verb	get the meaning of something
scale	noun	an ordered reference standard
scalp	noun	the skin that covers the top of the head
scant	adjective	less than the correct or legal or full amount often deliberately so
scare	verb	cause fear in
scarf	noun	a garment worn around the head or neck or shoulders for warmth or decoration
scene	noun	the place where some action occurs
scent	noun	a distinctive odor that is pleasant
scoff	verb	laugh at with contempt and derision
scold	verb	censure severely or angrily
scoop	noun	the quantity a scoop will hold
scoot	verb	run or move very quickly or hastily
score	noun	a number or letter indicating quality (especially of a student's performance)
scorn	noun	lack of respect accompanied by a feeling of intense dislike
scour	verb	examine minutely
scout	verb	explore, often with the goal of finding something or somebody
scowl	verb	frown with displeasure
scrap	noun	a small fragment of something broken off from the whole
scrub	verb	clean with hard rubbing
scuff	verb	walk without lifting the feet
sedan	noun	a car that is closed and that has front and rear seats and two or four doors
seize	verb	take hold of
sense	noun	a general conscious awareness
serum	noun	an amber, watery fluid, rich in proteins, that separates out when blood coagulates
serve	verb	serve a purpose, role, or function
setup	noun	equipment designed to serve a specific function
seven	adjective	being one more than six
sever	verb	set or keep apart
sewer	noun	a waste pipe that carries away sewage or surface water
shack	noun	small crude shelter used as a dwelling
shade	noun	relative darkness caused by light rays being intercepted by an opaque body
shaft	noun	a line that forms the length of an arrow pointer
shake	verb	move or cause to move back and forth
shaky	adjective	inclined to shake as from weakness or defect
shame	noun	a painful emotion resulting from an awareness of inadequacy or guilt
shape	noun	any spatial attributes (especially as defined by outline)
share	noun	assets belonging to or due to or contributed by an individual person or group
sharp	adjective	clearly defined
shave	verb	remove body hair with a razor
shawl	noun	cloak consisting of an oblong piece of cloth used to cover the head and shoulders
sheaf	noun	a package of several things tied together for carrying or storing
sheep	noun	woolly usually horned ruminant mammal related to the goat
sheer	adjective	complete and without restriction or qualification
sheet	noun	any broad thin expanse or surface
shelf	noun	a support that consists of a horizontal surface for holding objects
shift	verb	make a shift in or exchange of
shine	verb	be bright by reflecting or casting light
shiny	adjective	reflecting light
shirk	verb	avoid (one's assigned duties)
shirt	noun	a garment worn on the upper half of the body
shoot	verb	hit with a missile from a weapon
shore	noun	the land along the edge of a body of water
short	adjective	primarily temporal sense
shout	verb	utter in a loud voice
shove	verb	come into rough contact with while moving
showy	adjective	marked by ostentation but often tasteless
shred	noun	a tiny or scarcely detectable amount
shrub	noun	a low woody perennial plant usually having several major stems
shrug	verb	raise one's shoulders to indicate indifference or resignation
shyly	adverb	in a shy or timid or bashful manner
sidle	verb	move unobtrusively or furtively
sieve	noun	a strainer for separating lumps from powdered material or grading particles
sight	noun	an instance of visual perception
silly	adjective	ludicrous, foolish
singe	verb	burn superficially or lightly
sixth	adjective	coming next after the fifth and just before the seventh in position
sixty	adjective	being ten more than fifty
skill	noun	an ability that has been acquired by training
skirt	noun	cloth covering that forms the part of a garment below the waist
skull	noun	the bony skeleton of the head of vertebrates
skunk	noun	a person who is deemed to be despicable or contemptible
slack	adjective	not tense or taut
slain	noun	people who have been slain (as in battle)
slant	noun	a biased way of looking at or presenting something
slash	verb	cut with sweeping strokes
slate	verb	designate or schedule
sleep	verb	be asleep
slice	noun	a share of something
slick	noun	a slippery smoothness
slide	verb	move obliquely or sideways, usually in an uncontrolled manner
slime	verb	cover or stain with slime
sling	verb	hurl as if with a sling
slink	verb	walk stealthily
slope	noun	an elevated geological formation
slump	verb	assume a drooping posture or carriage
slurp	verb	eat noisily
smack	verb	deliver a hard blow to
small	adjective	limited or below average in number or quantity or magnitude or extent
smart	adjective	showing mental alertness and calculation and resourcefulness
smash	verb	hit hard
smell	verb	inhale the odor of
smile	verb	change one's facial expression by spreading the lips, often to signal pleasure
smirk	verb	smile affectedly or derisively
smoke	noun	a cloud of fine particles suspended in a gas
snack	noun	a light informal meal
snake	noun	limbless scaly elongate reptile
snare	noun	something (often something deceptively attractive) that catches you unawares
snarl	verb	utter in an angry, sharp, or abrupt tone
sneak	verb	to go stealthily or furtively
sneer	noun	a facial expression of contempt or scorn
sniff	verb	perceive by inhaling through the nose
snoop	verb	watch, observe, or inquire secretly
snore	verb	breathe noisily during one's sleep
snort	verb	indicate contempt by breathing noisily and forcefully through the nose
snout	noun	a long projecting or anterior elongation of an animal's head
sober	adjective	not affected by a chemical substance (especially alcohol)
solar	adjective	relating to or derived from the sun or utilizing the energies of the sun
solid	noun	matter that is solid at room temperature and pressure
solve	verb	find the solution to (a problem or question) or understand the meaning of
sorry	adjective	feeling or expressing regret or sorrow or a sense of loss over something done or undone
sound	verb	appear in a certain way
south	noun	the region of the United States lying to the south of the Mason-Dixon line
space	noun	the unlimited expanse in which everything is located
spade	noun	a playing card in the major suit that has one or more black figures on it
spare	verb	refrain from harming
spark	verb	put in motion or move to act
spasm	noun	a painful and involuntary muscular contraction
speak	verb	express in speech
spear	verb	pierce with a spear
speck	noun	a very small spot
speed	noun	distance travelled per unit time
spell	noun	a psychological state induced by (or as if induced by) a magical incantation
spend	verb	use up a period of time in a specific way
spice	noun	aromatic substances of vegetable origin used as a preservative
spike	noun	a transient variation in voltage or current
spill	verb	cause or allow (a liquid substance) to run or flow from a container
spine	noun	the series of vertebrae forming the axis of the skeleton and protecting the spinal cord
spite	noun	feeling a need to see others suffer
split	noun	extending the legs at right angles to the trunk (one in front and the other in back)
spoil	verb	make a mess of, destroy or ruin
spoke	noun	support consisting of a radial member of a wheel joining the hub to the rim
spoon	noun	a piece of cutlery with a shallow bowl-shaped container and a handle
sport	noun	an active diversion requiring physical exertion and competition
spout	verb	gush forth in a sudden stream or jet
spray	noun	a pesticide in suspension or solution
spree	noun	a brief indulgence of your impulses
spurn	verb	reject with contempt
squad	noun	a smallest army unit
squat	verb	sit on one's heels
stack	noun	an orderly pile
staff	noun	personnel who assist their superior in carrying out an assigned task
stage	noun	any distinct time period in a sequence of events
stain	verb	color with a liquid dye or tint
stair	noun	support consisting of a place to rest the foot while ascending or descending a stairway
stake	noun	a right or legal share of something
stale	adjective	lacking freshness, palatability, or showing deterioration from age
stalk	verb	walk stiffly
stall	noun	a compartment in a stable where a single animal is confined and fed
stamp	verb	walk heavily
stand	verb	be standing
stare	verb	look at with fixed eyes
stark	adjective	devoid of any qualifications or disguise or adornment
start	verb	take the first step or steps in carrying out an action
state	noun	the territory occupied by one of the constituent administrative districts of a nation
steak	noun	a slice of meat cut from the fleshy part of an animal or large fish
steal	verb	take without the owner's consent
steam	verb	travel by means of steam power
steel	noun	an alloy of iron with small amounts of carbon
steep	adjective	having a sharp inclination
steer	verb	direct the course
stern	adjective	of a stern or strict bearing or demeanor
stick	noun	an implement consisting of a length of wood
stiff	noun	an ordinary man
still	adverb	with reference to action or condition
sting	noun	a kind of pain
stink	verb	be extremely bad in quality or in one's performance
stoic	adjective	seeming unaffected by pleasure or pain
stoke	verb	stir up or tend
stomp	verb	walk heavily
stone	noun	a lump or mass of hard consolidated mineral matter
stool	noun	a simple seat without a back or arms
stoop	verb	bend one's back forward from the waist on down
store	noun	a mercantile establishment for the retail sale of goods or services
story	noun	a message that tells the particulars of an act or occurrence or course of events
stout	adjective	dependable
stove	noun	a kitchen appliance used for cooking food
straw	noun	plant fiber used e.g. for making baskets and hats or as fodder
stray	verb	move about aimlessly or without any destination, often in search of food or employment
strew	verb	spread by scattering ("straw" is archaic)
strip	noun	a relatively long narrow piece of something
strum	verb	sound the strings of (a stringed instrument)
strut	noun	a proud stiff pompous gait
study	noun	a detailed critical inspection
stuff	noun	the tangible substance that goes into the makeup of a physical object
stump	noun	the base part of a tree that remains standing after the tree has been felled
stung	adjective	aroused to impatience or anger
stunt	noun	a difficult or unusual or dangerous feat
style	noun	how something is done or how it happens
suave	adjective	having a sophisticated charm
sugar	noun	a white crystalline carbohydrate used as a sweetener and preservative
suite	noun	a musical composition of several movements only loosely connected
sulky	noun	a light two-wheeled vehicle for one person
sunny	adjective	bright and pleasant
super	adjective	of the highest quality
surge	verb	rise and move, as in waves or billows
surly	adjective	inclined to anger or bad feelings with overtones of menace
swamp	noun	low land that is seasonally flooded
swarm	verb	be teeming, be abuzz
swear	verb	utter obscenities or profanities
sweat	noun	salty fluid secreted by sweat glands
sweep	verb	sweep across or over
sweet	adjective	having or denoting the characteristic taste of sugar
swell	verb	increase in size, magnitude, number, or intensity
swift	adjective	moving very fast
swing	verb	move in a curve or arc, usually with the intent of hitting
swipe	verb	strike with a swiping motion
swirl	verb	turn in a twisting or spinning motion
swish	verb	move with or cause to move with a whistling or hissing sound
swoop	verb	move down on as if in an attack
sword	noun	a cutting or thrusting weapon that has a long metal blade and a hilt with a hand guard
sworn	adjective	bound by or as if by an oath
table	noun	a set of data arranged in rows and columns
taboo	adjective	excluded from use or mention
taffy	noun	chewy candy of sugar or syrup boiled until thick and pulled until glossy
taint	noun	the state of being contaminated
taken	adjective	understood in a certain way
tally	noun	a score in baseball made by a runner touching all four bases safely
tango	noun	a ballroom dance of Latin-American origin
taper	verb	diminish gradually
tarry	verb	be about
taste	verb	have flavor
taunt	verb	harass with persistent criticism or carping
tawny	adjective	of a light brown to brownish orange color
teach	verb	impart skills or knowledge to
tease	verb	annoy persistently
tempo	noun	the speed at which a composition is to be played
tempt	verb	dispose or incline or entice to
tenet	noun	a religious doctrine that is proclaimed as true without proof
tenor	noun	the adult male singing voice above baritone
tense	noun	a grammatical category of verbs used to express distinctions of time
tenth	adjective	coming next after the ninth and just before the eleventh in position
tepid	adjective	moderately warm
terse	adjective	brief and to the point
thank	verb	express gratitude or show appreciation to
theme	noun	the subject matter of a conversation or discussion
there	adverb	in or at that place or location
thick	adjective	not thin
thigh	noun	the part of the leg between the hip and the knee
thing	noun	a special situation
think	verb	judge or regard
third	adjective	coming next after the second and just before the fourth in position
thorn	noun	something that causes irritation and annoyance
three	adjective	being one more than two
throb	verb	pulsate or pound with abnormal force
throw	verb	propel through the air
thumb	noun	the thick short innermost digit of the forelimb
thump	verb	move rhythmically
tiger	noun	a fierce or audacious person
tight	adjective	closely constrained or constricted or constricting
timer	noun	a timepiece that measures a time interval and signals its end
timid	adjective	showing fear and lack of confidence
tipsy	adjective	slightly intoxicated
title	noun	a heading that names a statute or legislative bill
toast	noun	slices of bread that have been toasted
today	noun	the present time or age
token	noun	an individual instance of a type of symbol
tooth	noun	hard bonelike structures in the jaws of vertebrates
topic	noun	the subject matter of a conversation or discussion
torch	noun	a light usually carried in the hand
torso	noun	the body excluding the head and neck and limbs
total	adjective	constituting the full quantity or extent
touch	verb	make physical contact with, come in contact with
tough	adjective	not given to gentleness or sentimentality
towel	noun	a rectangular piece of absorbent cloth (or paper) for drying or wiping
tower	noun	a structure taller than its diameter
toxic	adjective	of or relating to or caused by a toxin or poison
trace	verb	follow, discover, or ascertain the course of development of something
track	noun	a line or route along which something travels or moves
tract	noun	an extended area of land
trail	verb	to lag or linger behind
trait	noun	a distinguishing feature of your personal nature
tramp	verb	travel on foot, especially on a walking expedition
tread	verb	put down or press the foot, place the foot
treat	verb	interact in a certain way
trend	noun	a general direction in which something tends to move
trial	noun	the act of testing something
trick	noun	a cunning or deceitful action or device
trill	noun	a note that alternates rapidly with another note a semitone above it
trite	adjective	repeated too often
troop	noun	a group of soldiers
truck	noun	an automotive vehicle suitable for hauling
truly	adverb	in accordance with truth or fact or reality
trunk	noun	the main stem of a tree
trust	verb	have confidence or faith in
truth	noun	a fact that has been verified
tumor	noun	an abnormal new mass of tissue that serves no purpose
tutor	noun	a person who gives private instruction (as in singing, acting, etc.)
tweed	noun	thick woolen fabric used for clothing
twice	adverb	two times
twine	verb	spin, wind, or twist together
twirl	verb	turn in a twisting or spinning motion
twist	verb	to move in a twisting or contorted motion, (especially when struggling)
uncle	noun	the brother of your father or mother
under	adjective	located below or beneath something else
undue	adjective	not yet payable
unfit	adjective	below the required standards for a purpose
unify	verb	become one
union	noun	an organization of employees formed to bargain with the employer
unite	verb	act in concert or unite in a common purpose or belief
unity	noun	an undivided or unbroken completeness or totality with nothing wanting
untie	verb	undo the ties of
upper	adjective	the topmost one of two
upset	verb	disturb the balance or stability of
urban	adjective	relating to or concerned with a city or densely populated area
usage	noun	the act of using
usher	verb	take (someone) to their seats, as in theaters or auditoriums
usurp	verb	seize and take control without authority and possibly with force
utter	verb	articulate
vague	adjective	not clearly expressed or understood
valet	noun	a manservant who acts as a personal attendant to his employer
valid	adjective	well grounded in logic or truth or having legal force
valor	noun	the qualities of a hero or heroine
value	noun	a numerical quantity measured or assigned or computed
vapor	noun	a visible suspension in the air of particles of some substance
vault	noun	a burial chamber (usually underground)
verge	noun	a region marking a boundary
verse	noun	literature in metrical form
verve	noun	an energetic style
video	noun	the visible part of a television transmission
vigor	noun	forceful exertion
vinyl	noun	a univalent chemical radical derived from ethylene
virus	noun	ultramicroscopic infectious agent that replicates itself only within cells of living hosts
visit	verb	go to see a place, as for entertainment
vista	noun	the visual percept of a region
vital	adjective	urgently needed
vivid	adjective	evoking lifelike images within the mind
vocal	adjective	relating to or designed for or using the singing voice
vogue	noun	the popular taste at a given time
voice	noun	the distinctive quality or pitch or condition of a person's speech
voter	noun	a citizen who has a legal right to vote
vouch	verb	give personal assurance
vowel	noun	a speech sound made with the vocal tract open
wacky	adjective	ludicrous, foolish
wafer	noun	a small adhesive disk of paste
wager	noun	the act of gambling
wagon	noun	any of various kinds of wheeled vehicles drawn by an animal or a tractor
waist	noun	the narrowing of the body between the ribs and hips
waive	verb	do without or cease to hold or adhere to
waste	verb	spend thoughtlessly
watch	verb	look attentively
waver	verb	pause or hold back in uncertainty or unwillingness
weary	adjective	physically and mentally fatigued
weave	verb	interlace by or as if by weaving
wedge	noun	any shape that is triangular in cross section
weigh	verb	have a certain weight
weird	adjective	suggesting the operation of supernatural influences
whack	verb	hit hard
whale	noun	a very large person
wharf	noun	a platform built out from the shore into the water and supported by piles
wheat	noun	annual or biennial grass having erect flower spikes and light brown grains
whiff	noun	a short light gust of air
while	noun	a period of indeterminate length (usually short) marked by some action or condition
whine	verb	move with a whining sound
whirl	verb	turn in a twisting or spinning motion
whisk	verb	move somewhere quickly
white	adjective	being of the achromatic color of maximum lightness
whole	adjective	including all components without exception
whoop	verb	shout, as if with joy or enthusiasm
widen	verb	become broader or wider or more extensive
widow	noun	a woman whose husband is dead especially one who has not remarried
width	noun	the extent of something from side to side
wield	verb	have and exercise
wince	verb	draw back, as with fear or pain
windy	adjective	abounding in or exposed to the wind or breezes
witch	noun	a female sorcerer or magician
witty	adjective	combining clever conception and facetious expression
woman	noun	an adult female person (as opposed to a man)
world	noun	everything that exists anywhere
worry	verb	be worried, concerned, anxious, troubled, or uneasy
worse	adjective	inferior to another in quality or condition or desirability
worst	adjective	most wanting in quality or value or condition
worth	adjective	worthy of being treated in a particular way
wound	noun	an injury to living tissue (especially an injury involving a cut or break in the skin)
wrath	noun	intense anger (usually on an epic scale)
wreak	verb	cause to happen or to occur as a consequence
wreck	verb	smash or break forcefully
wring	verb	twist and press out of shape
wrist	noun	a joint between the distal end of the radius and the proximal row of carpal bones
write	verb	produce a literary work
wrong	adjective	not correct
wryly	adverb	in a wry manner
yacht	noun	an expensive vessel propelled by sail or power and used for cruising or racing
yearn	verb	desire strongly or persistently
yield	verb	be the cause or source of
yokel	noun	a person who is not very intelligent or interested in culture
young	adjective	in an early period of life or development or growth
youth	noun	a young person (especially a young man or boy)
